call_id,origin,source_dataset,source_group,name,category,sub_category,description,midi_path,source_file,track_index,track_name,start_sec,end_sec,start_tick,end_tick,bpm,meter,bars,duration_sec,note_count,pitch_min,pitch_max,pitch_range,onset_density,mean_ioi,std_ioi,polyphony_rate,has_chord,has_pause,max_internal_pause,has_repetition_tail,has_chromatic_outside,key_root_pc,key_mode,scale_fit,license_note,citation_key,split,fingerprint_sha1
P038,public_midi_extract,POP909,song_727,POP909 727 BRIDGE 121.482s,dense_fast,two_bar_pop909_bridge,POP909 BRIDGE segment from song_727; selected for dense_fast.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P038_pop909_dense_fast_727_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\727\727.mid,2,BRIDGE,121.481524,122.963006,78720,79680,80.999972,1/4,2,1.481482,45,53,97,44,30.374989,0.027813,0.005963,0.458333,true,false,0.195988,false,true,1,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,69a0d60877f4403690cc23093e1b76217f6dbf42
P039,public_midi_extract,POP909,song_789,POP909 789 PIANO 192.761s,chromatic_outside,two_bar_pop909_piano,POP909 PIANO segment from song_789; selected for chromatic_outside.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P039_pop909_chromatic_outside_789_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\789\789.mid,3,PIANO,192.76096,200.16836,101760,105600,65.999993,4/4,2,7.4074,16,39,67,28,2.160002,0.377535,0.663761,0.732813,true,true,0.864197,false,true,0,minor,0.6875,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,a5de09aa848795ceb6153358e18db1323bc7b3a7
P040,public_midi_extract,POP909,song_064,POP909 064 PIANO 8s,chromatic_outside,two_bar_pop909_piano,POP909 PIANO segment from song_064; selected for chromatic_outside.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P040_pop909_chromatic_outside_064_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\064\064.mid,3,PIANO,8,16,3840,7680,60,4/4,2,8,23,24,52,28,2.875,0.289474,0.091161,0.086719,true,true,1.283333,false,true,3,minor,0.695652,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,4d19a21b3d327c42000f0960fde7cf1a8005e969
P041,public_midi_extract,POP909,song_796,POP909 796 PIANO 51.892s,chromatic_outside,two_bar_pop909_piano,POP909 PIANO segment from song_796; selected for chromatic_outside.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P041_pop909_chromatic_outside_796_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\796\796.mid,3,PIANO,51.891904,58.378392,30720,34560,73.999983,4/4,2,6.486488,20,40,65,25,3.083333,0.405406,0,0.754688,true,false,0.285473,false,true,1,major,0.7,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,7ec56586bf374bbc62b2d52b3c04dac543375b77
P042,public_midi_extract,POP909,song_254,POP909 254 PIANO 140.726s,chromatic_outside,two_bar_pop909_piano,POP909 PIANO segment from song_254; selected for chromatic_outside.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P042_pop909_chromatic_outside_254_piano.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\254\254.mid,3,PIANO,140.726215,143.998939,123840,126720,108.999944,6/8,2,3.272724,24,50,71,21,7.333341,0.26033,0.108072,0.578125,true,false,0.130682,false,true,3,minor,0.708333,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,186ec12abf8a13a872b759e8c3a4777ce7203bee
P043,public_midi_extract,POP909,song_311,POP909 311 BRIDGE 3.75s,chromatic_outside,two_bar_pop909_bridge,POP909 BRIDGE segment from song_311; selected for chromatic_outside.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P043_pop909_chromatic_outside_311_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\311\311.mid,2,BRIDGE,3.75,11.25,1920,5760,64,4/4,2,7.5,14,40,73,33,1.866667,0.552885,0.563752,0.322135,true,false,0.148438,false,true,1,major,0.714286,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,bd8624e3fe5503b255cd81d4f7a151a11bacdf3d
P044,public_midi_extract,POP909,song_322,POP909 322 BRIDGE 8s,false_ending_pause,two_bar_pop909_bridge,POP909 BRIDGE segment from song_322; selected for false_ending_pause.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P044_pop909_false_ending_pause_322_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\322\322.mid,2,BRIDGE,8,16,3840,7680,60,4/4,2,8,7,64,74,10,0.875,0.5,0.080687,0.004687,true,true,3.366667,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,c1a264f2b2a132a2ffd2e5ccb69912c3ab0da873
P045,public_midi_extract,POP909,song_008,POP909 008 BRIDGE 11.077s,false_ending_pause,two_bar_pop909_bridge,POP909 BRIDGE segment from song_008; selected for false_ending_pause.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P045_pop909_false_ending_pause_008_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\008\008.mid,2,BRIDGE,11.076924,18.46154,5760,9600,64.999995,4/4,2,7.384616,7,62,70,8,0.947917,0.5,0.408852,0,false,true,2.507693,false,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,581bc020ecb90860d3be0ba5ea540d8141866ee6
P046,public_midi_extract,POP909,song_253,POP909 253 BRIDGE 10.909s,false_ending_pause,two_bar_pop909_bridge,POP909 BRIDGE segment from song_253; selected for false_ending_pause.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P046_pop909_false_ending_pause_253_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\253\253.mid,2,BRIDGE,10.90908,18.1818,5760,9600,66.000066,4/4,2,7.27272,7,64,76,12,0.962501,0.681818,0.533001,0.003906,true,true,1.278408,true,false,0,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,1daa4b4a0d240fb5d0ae14f85c737bd2ced6f301
P047,public_midi_extract,POP909,song_396,POP909 396 MELODY 8.045s,false_ending_pause,two_bar_pop909_melody,POP909 MELODY segment from song_396; selected for false_ending_pause.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P047_pop909_false_ending_pause_396_melody.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\396\396.mid,1,MELODY,8.044692,13.40782,5760,9600,89.500008,4/4,2,5.363128,7,78,87,9,1.305208,0.335195,0.167598,0,false,true,1.49581,true,false,1,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,50f2b894881fe159f77f3174062f79a4e91e53fd
P048,public_midi_extract,POP909,song_234,POP909 234 BRIDGE 0s,repetition_tail,two_bar_pop909_bridge,POP909 BRIDGE segment from song_234; selected for repetition_tail.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P048_pop909_repetition_tail_234_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\234\234.mid,2,BRIDGE,0,4,0,3840,120,4/4,2,4,8,72,80,8,2,0.428571,0.447499,0,false,true,0.85625,true,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,739b97af55e88628681a1974233d3af1fb475d04
P049,public_midi_extract,POP909,song_282,POP909 282 BRIDGE 0s,repetition_tail,two_bar_pop909_bridge,POP909 BRIDGE segment from song_282; selected for repetition_tail.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P049_pop909_repetition_tail_282_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\282\282.mid,2,BRIDGE,0,6.575336,0,3840,73.000072,4/4,2,6.575336,8,62,69,7,1.216668,0.528375,0.185652,0,false,true,1.657533,true,false,2,major,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,c274c72d5f2f9db222725c42b787fcfc7d9340d9
P050,public_midi_extract,POP909,song_340,POP909 340 BRIDGE 0s,repetition_tail,two_bar_pop909_bridge,POP909 BRIDGE segment from song_340; selected for repetition_tail.,D:\Mickey\MFP\ab_tests\calls_100_public_final\calls\P050_pop909_repetition_tail_340_bridge.mid,D:\Mickey\MFP\ab_tests\pop909_extracted\POP909-Dataset-master\POP909\340\340.mid,2,BRIDGE,0,5.245888,0,3840,91.500238,4/4,2,5.245888,8,84,89,5,1.525004,0.491802,0.501499,0,false,true,1.703547,true,false,0,minor,1,POP909 local repository includes MIT LICENSE; cite POP909 ISMIR 2020.,pop909-ismir2020,public_addition,b993c0abd6678dda66af4dd8dfaf8d1067f0a1db
